total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_both_degraded_70
400,0.9325,0.0675,283.32,315.96,322.83,0.6667,0.7275,8,2323.1987953186035,0.034826,0.291,pass,pass,pass,pass
